AGI;abscisic_acid;auxin;brassinosteroid;cytokinin;ethylene;gibberellin;jasmonic_acid;salicylic_acid;summary;summary_detailed;pieVec
AT4G25470;1;0;0;0;1;0;1;1;multiple;abscisic acid,ethylene,jasmonic acid,salicylic acid;piechart: valuelist="1,0,0,0,1,0,1,1" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G26070;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G26080;1;0;0;0;1;0;0;0;multiple;abscisic acid,ethylene;piechart: valuelist="1,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G26110;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G33950;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G36830;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G38630;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G39850;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G01540;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G01550;1;0;0;0;0;1;0;0;multiple;abscisic acid,gibberellin;piechart: valuelist="1,0,0,0,0,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G02310;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G03730;1;1;0;0;1;0;0;0;multiple;abscisic acid,auxin,ethylene;piechart: valuelist="1,1,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G05700;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G10560;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G13530;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G13680;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G15970;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G19330;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G20270;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G20910;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G23720;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G40280;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G44200;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G47100;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G48870;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G52310;1;0;0;0;1;0;0;0;multiple;abscisic acid,ethylene;piechart: valuelist="1,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G56270;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G57050;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G57390;1;0;0;0;0;1;1;0;multiple;abscisic acid,gibberellin,jasmonic acid;piechart: valuelist="1,0,0,0,0,1,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G57800;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G58230;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G60410;1;0;0;0;0;0;0;1;multiple;abscisic acid,salicylic acid;piechart: valuelist="1,0,0,0,0,0,0,1" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G62470;1;1;0;0;0;0;0;1;multiple;abscisic acid,auxin,salicylic acid;piechart: valuelist="1,1,0,0,0,0,0,1" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G63320;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G63980;1;1;0;0;0;0;0;0;multiple;abscisic acid,auxin;piechart: valuelist="1,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G66400;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G67300;1;0;0;0;0;0;1;0;multiple;abscisic acid,jasmonic acid;piechart: valuelist="1,0,0,0,0,0,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G67500;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
CPR22;1;0;0;0;0;0;0;1;multiple;abscisic acid,salicylic acid;piechart: valuelist="1,0,0,0,0,0,0,1" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
GCA1;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
GCA2;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
GCA3-GCA8;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
GRS;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
HOS5;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
SAX1;1;0;1;0;1;0;0;0;multiple;abscisic acid,brassinosteroid,ethylene;piechart: valuelist="1,0,1,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
UVS66;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G71960;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G79040;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
HLQ;1;0;0;0;0;0;0;0;abscisic acid;abscisic acid;piechart: valuelist="1,0,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G25220;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G70560;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G20610;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G46870;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G24280;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G51060;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G61970;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G01500;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G13260;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G13520;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G31500;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G32540;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G39950;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G05730;0;1;0;0;0;0;1;0;multiple;auxin,jasmonic acid;piechart: valuelist="0,1,0,0,0,0,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G11320;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G25620;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G23140;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G37390;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G54510;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G55250;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G12820;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G26810;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G62980;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G03190;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G01030;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G04240;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G04250;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G04550;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G05180;0;1;0;0;0;0;1;0;multiple;auxin,jasmonic acid;piechart: valuelist="0,1,0,0,0,0,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G06400;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G10940;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G12980;0;1;1;1;0;0;0;0;multiple;auxin,brassinosteroid,cytokinin;piechart: valuelist="0,1,1,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G13980;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G14280;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G17730;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G18970;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G19180;0;1;0;0;0;0;1;0;multiple;auxin,jasmonic acid;piechart: valuelist="0,1,0,0,0,0,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G19220;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G19850;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G23540;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G24180;0;1;0;0;1;0;0;0;multiple;auxin,ethylene;piechart: valuelist="0,1,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G24260;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G28330;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G29440;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G29450;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G29460;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G29500;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G29510;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G30330;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G31340;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G53940;0;1;0;0;0;0;1;0;multiple;auxin,jasmonic acid;piechart: valuelist="0,1,0,0,0,0,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G59750;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G73030;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G77850;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G02560;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G02950;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G04550;0;1;0;0;1;0;0;0;multiple;auxin,ethylene;piechart: valuelist="0,1,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G28350;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G32410;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G33830;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G33860;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G35635;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G38325;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G42430;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G44910;0;1;1;0;0;1;0;0;multiple;auxin,brassinosteroid,gibberellin;piechart: valuelist="0,1,1,0,0,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
