AGI;abscisic_acid;auxin;brassinosteroid;cytokinin;ethylene;gibberellin;jasmonic_acid;salicylic_acid;summary;summary_detailed;pieVec
AT2G45420;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G03530;0;1;1;0;0;0;0;0;multiple;auxin,brassinosteroid;piechart: valuelist="0,1,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G03540;0;1;1;0;0;0;0;0;multiple;auxin,brassinosteroid;piechart: valuelist="0,1,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G03850;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G07390;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G15540;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G50060;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G53250;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G02570;0;1;0;0;0;0;1;0;multiple;auxin,jasmonic acid;piechart: valuelist="0,1,0,0,0,0,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G08920;0;1;0;0;0;0;0;1;multiple;auxin,salicylic acid;piechart: valuelist="0,1,0,0,0,0,0,1" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G11260;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G14550;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G14560;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G16420;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G27260;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G30080;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G30480;0;1;0;0;1;0;0;0;multiple;auxin,ethylene;piechart: valuelist="0,1,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G32280;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G37050;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G37060;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G37070;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G38850;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G01990;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G03310;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G04190;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G18010;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G18020;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G18030;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G18050;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G18060;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G18080;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G18560;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G18930;0;1;0;1;0;0;0;0;multiple;auxin,cytokinin;piechart: valuelist="0,1,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G19140;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G19180;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G20570;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G20730;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G25890;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G37020;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G45710;0;1;0;0;1;0;0;0;multiple;auxin,ethylene;piechart: valuelist="0,1,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G49980;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G60450;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G62000;0;1;1;0;0;0;0;0;multiple;auxin,brassinosteroid;piechart: valuelist="0,1,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G11000;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G11310;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G23080;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G26700;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G54990;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G59870;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G70940;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G73590;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G77110;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G01420;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G31190;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G34650;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G38120;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G47000;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G28860;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G43300;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G00120;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G30960;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G13930;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G16780;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G53760;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G57090;0;1;0;0;0;0;0;0;auxin;auxin;piechart: valuelist="0,1,0,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G11680;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G17060;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G20330;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G76090;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G03760;0;0;1;0;0;0;0;1;multiple;brassinosteroid,salicylic acid;piechart: valuelist="0,0,1,0,0,0,0,1" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G14920;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G13730;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G19820;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G30180;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G50660;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G36380;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G05690;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G13170;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G38970;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G26710;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G36800;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G55610;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G13380;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G39400;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G03445;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G07340;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G08420;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G16390;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G18400;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G19350;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G24590;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G31880;0;0;1;1;0;0;0;0;multiple;brassinosteroid,cytokinin;piechart: valuelist="0,0,1,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G32130;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G35140;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G61110;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G67260;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G69010;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G71830;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G73830;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G75080;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G78700;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G16910;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G17230;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G18550;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G27210;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G30980;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G11980;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G16570;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G23770;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G28470;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G28910;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G29030;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G42960;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G48430;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
