IntA;IntB;BioGRID;Biogrid_SS;BioGRID_Quality
AT2G33120;AT4G26450;1;0;binary
AT1G23290;AT2G23420;1;0;binary
AT2G23420;AT3G26420;1;0;binary
AT2G47450;AT4G10930;1;0;binary
AT2G25000;AT5G57870;1;0;binary
AT3G09710;AT5G37780;1;0;binary
AT5G40190;AT5G58620;1;0;binary
AT1G67170;AT5G64430;1;0;binary
AT3G53260;AT3G53260;1;0;binary
AT1G16790;AT2G31260;1;0;binary
AT1G22920;AT2G26800;1;0;binary
AT3G14120;AT5G38420;1;0;binary
AT2G01760;AT5G64430;1;0;binary
AT1G19180;AT3G14080;1;0;binary
AT2G31260;AT3G58460;1;0;binary
AT4G32750;AT4G38920;1;0;binary
AT1G01260;AT4G02770;1;0;binary
AT1G14360;AT4G26450;1;0;binary
AT4G30080;AT5G38420;1;0;binary
AT2G41370;AT5G38420;1;0;binary
AT4G02770;AT4G29930;1;0;binary
AT4G15730;AT5G42980;1;0;binary
AT1G14360;AT3G16310;1;0;binary
AT1G09660;AT5G38420;1;0;binary
AT2G45820;AT2G45820;1;1;HQ
AT2G25700;AT3G48880;1;0;binary
AT4G16780;AT4G16780;1;0;binary
AT4G16520;AT4G34660;1;0;HQ
AT5G01410;AT5G01410;1;0;binary
AT1G08650;AT4G02720;1;0;binary
AT3G47620;AT5G51910;1;0;binary
AT3G53350;AT3G53350;1;0;binary
AT1G75950;AT2G24540;1;0;binary
AT3G47620;AT4G36860;1;0;HQ
AT2G45820;AT3G06720;1;0;HQ
AT3G29350;AT3G57040;1;1;HQ
AT1G68050;AT5G42190;1;0;HQ
AT5G42190;AT5G52880;1;0;binary
AT5G42190;AT5G57360;1;0;HQ
AT5G04920;AT5G09260;1;0;HQ
AT1G66350;AT3G05120;1;1;binary
AT2G01570;AT3G05120;1;1;HQ
AT1G14920;AT3G05120;1;1;HQ
AT1G14920;AT3G63010;1;1;binary
AT2G01570;AT5G27320;1;1;binary
AT1G14920;AT5G27320;1;1;binary
AT1G75950;AT2G42620;1;0;non-binary
AT1G75950;AT3G62980;1;0;HQ
AT3G62980;AT5G42190;1;0;HQ
AT1G01040;AT1G09700;1;0;HQ
AT1G01040;AT3G20550;1;0;HQ
AT1G01040;AT5G41070;1;0;binary
AT1G01060;AT3G60250;1;0;binary
AT1G01090;AT2G01760;1;1;binary
AT1G01120;AT2G01950;1;0;binary
AT1G01140;AT4G26570;1;0;HQ
AT1G01140;AT5G24270;1;0;binary
AT1G01160;AT2G22840;1;0;binary
AT1G01300;AT4G31920;1;0;binary
AT1G01380;AT5G41315;1;0;binary
AT1G01530;AT1G31630;1;0;binary
AT1G01530;AT1G65300;1;0;binary
AT1G01530;AT1G65330;1;0;binary
AT1G01530;AT5G26650;1;0;binary
AT1G01560;AT5G56580;1;1;HQ
AT1G01640;AT1G26830;1;0;binary
AT1G01700;AT5G62880;1;0;binary
AT1G02090;AT1G22920;1;0;HQ
AT1G02090;AT1G71230;1;0;HQ
AT1G02090;AT3G57290;1;0;HQ
AT1G02090;AT3G61140;1;0;HQ
AT1G02090;AT4G14110;1;0;HQ
AT1G02090;AT5G14250;1;0;HQ
AT1G02090;AT5G42970;1;0;HQ
AT1G02090;AT5G56280;1;0;HQ
AT1G02280;AT1G02280;1;0;HQ
AT1G02280;AT1G35670;1;0;binary
AT1G02280;AT4G02510;1;0;HQ
AT1G02280;AT4G09570;1;0;binary
AT1G02340;AT1G02340;1;0;non-binary
AT1G02340;AT1G09530;1;0;binary
AT1G02340;AT1G26945;1;0;binary
AT1G02340;AT2G20180;1;0;HQ
AT1G02340;AT2G32950;1;0;HQ
AT1G02340;AT2G43010;1;0;HQ
AT1G02340;AT3G59060;1;0;HQ
AT1G02340;AT4G25560;1;0;HQ
AT1G02410;AT4G09570;1;0;binary
AT1G02580;AT1G02580;1;0;binary
AT1G02580;AT3G20740;1;0;HQ
AT1G02580;AT5G58230;1;0;HQ
AT1G02680;AT1G17440;1;0;binary
AT1G02680;AT2G18000;1;0;binary
AT1G02680;AT3G10070;1;0;binary
AT1G02680;AT4G20280;1;0;binary
AT1G02680;AT4G31720;1;0;binary
AT1G02680;AT4G34340;1;0;binary
AT1G02680;AT5G43130;1;0;binary
AT1G02680;AT5G45600;1;0;binary
AT1G02840;AT1G23860;1;0;binary
AT1G02840;AT2G37340;1;0;HQ
AT1G02840;AT2G43370;1;0;binary
AT1G02840;AT3G13570;1;0;binary
AT1G02840;AT3G55460;1;0;binary
AT1G02840;AT3G63400;1;0;HQ
AT1G02840;AT4G32420;1;0;binary
AT1G02840;AT5G18810;1;0;binary
AT1G02970;AT3G48750;1;0;HQ
AT1G02970;AT5G25060;1;0;HQ
AT1G03130;AT1G52220;1;0;binary
AT1G03430;AT1G10470;1;0;HQ
AT1G03430;AT1G19050;1;0;binary
AT1G03430;AT1G22985;1;0;non-binary
AT1G03430;AT1G27320;1;0;binary
AT1G03430;AT1G59940;1;0;binary
AT1G03430;AT1G67710;1;0;binary
AT1G03430;AT1G71130;1;0;non-binary
AT1G03430;AT1G74890;1;0;binary
AT1G03430;AT2G01760;1;0;binary
AT1G03430;AT2G01830;1;0;HQ
AT1G03430;AT2G40670;1;0;binary
AT1G03430;AT2G41310;1;0;binary
AT1G03430;AT2G46310;1;0;non-binary
AT1G03430;AT3G02065;1;0;binary
AT1G03430;AT3G16857;1;0;HQ
AT1G03430;AT3G48100;1;0;binary
AT1G03430;AT3G57040;1;0;binary
AT1G03430;AT3G61630;1;0;non-binary
AT1G03430;AT4G11140;1;0;non-binary
AT1G03430;AT4G16110;1;0;binary
AT1G03430;AT4G23750;1;0;non-binary
AT1G03430;AT4G27950;1;0;non-binary
AT1G03430;AT5G35750;1;0;binary
AT1G03430;AT5G53290;1;0;non-binary
AT1G03430;AT5G62920;1;0;binary
AT1G03910;AT5G63440;1;0;binary
AT1G03950;AT2G19830;1;0;non-binary
AT1G03950;AT4G29160;1;0;non-binary
AT1G03950;AT5G09260;1;0;non-binary
AT1G03950;AT5G63880;1;0;non-binary
AT1G04100;AT1G19850;1;1;HQ
AT1G04100;AT1G30330;1;1;HQ
AT1G04100;AT3G62100;1;1;binary
AT1G04100;AT4G23980;1;1;binary
AT1G04100;AT5G20730;1;1;HQ
AT1G04100;AT5G37020;1;1;HQ
AT1G04170;AT2G01950;1;0;binary
AT1G04240;AT1G19220;1;1;binary
AT1G04240;AT1G19850;1;1;HQ
AT1G04240;AT1G30330;1;1;HQ
AT1G04240;AT2G18790;1;1;binary
AT1G04240;AT3G62100;1;1;binary
AT1G04240;AT3G62980;1;1;HQ
AT1G04240;AT4G14550;1;1;binary
AT1G04240;AT4G23980;1;1;binary
AT1G04240;AT5G20730;1;1;HQ
AT1G04240;AT5G37020;1;1;HQ
AT1G04250;AT1G19850;1;1;HQ
AT1G04250;AT1G30330;1;1;HQ
AT1G04250;AT1G35240;1;1;binary
AT1G04250;AT2G28350;1;1;binary
AT1G04250;AT3G23050;1;1;binary
AT1G04250;AT3G62980;1;1;HQ
AT1G04250;AT4G23980;1;1;HQ
AT1G04250;AT4G32280;1;1;binary
AT1G04250;AT5G20730;1;1;HQ
AT1G04250;AT5G37020;1;1;HQ
AT1G04250;AT5G60450;1;1;HQ
AT1G04310;AT1G04310;1;1;non-binary
AT1G04310;AT1G66340;1;1;non-binary
AT1G04400;AT1G04400;1;1;HQ
AT1G04400;AT2G18790;1;1;HQ
AT1G04400;AT2G32950;1;0;HQ
AT1G04510;AT1G09770;1;0;non-binary
AT1G04550;AT1G12820;1;1;binary
AT1G04550;AT1G15580;1;1;binary
AT1G04550;AT1G19220;1;1;binary
AT1G04550;AT1G19850;1;1;HQ
AT1G04550;AT3G62100;1;1;binary
AT1G04550;AT3G62980;1;1;HQ
AT1G04550;AT4G03190;1;1;binary
AT1G04550;AT4G23980;1;1;binary
AT1G04550;AT5G20730;1;1;HQ
AT1G04550;AT5G37020;1;1;HQ
AT1G04550;AT5G65670;1;0;binary
AT1G04620;AT1G44000;1;0;binary
AT1G04850;AT1G74890;1;0;binary
AT1G04950;AT1G54140;1;0;binary
AT1G05180;AT4G36800;1;0;non-binary
AT1G05260;AT2G01950;1;0;binary
AT1G05420;AT1G70510;1;0;binary
AT1G05420;AT4G08150;1;0;binary
AT1G05420;AT5G11060;1;0;binary
AT1G05420;AT5G25220;1;0;binary
AT1G05560;AT3G51300;1;0;HQ
AT1G05690;AT1G26830;1;0;binary
AT1G05760;AT1G05760;1;0;HQ
AT1G05760;AT3G58350;1;0;HQ
AT1G06040;AT1G32230;1;0;HQ
AT1G06040;AT2G32950;1;0;binary
AT1G06700;AT3G25250;1;0;HQ
AT1G06770;AT5G05410;1;0;HQ
AT1G06920;AT1G19700;1;0;binary
AT1G06920;AT1G23380;1;0;binary
AT1G06920;AT1G62990;1;0;HQ
AT1G06920;AT1G75410;1;0;binary
AT1G06920;AT2G35940;1;0;binary
AT1G06920;AT4G08150;1;0;binary
AT1G06920;AT4G32040;1;0;binary
AT1G06920;AT4G34610;1;0;binary
AT1G06920;AT4G36870;1;0;binary
AT1G06920;AT5G11060;1;0;binary
AT1G06920;AT5G25220;1;0;binary
AT1G06920;AT5G41410;1;0;binary
AT1G06950;AT5G16620;1;0;HQ
AT1G07140;AT5G20010;1;0;HQ
AT1G07140;AT5G20020;1;0;binary
AT1G07370;AT4G34400;1;0;non-binary
AT1G07370;AT5G44740;1;0;binary
AT1G07430;AT1G30270;1;1;binary
AT1G07880;AT5G56580;1;1;HQ
AT1G08090;AT5G50200;1;0;HQ
AT1G08180;AT3G06720;1;0;non-binary
AT1G08290;AT4G15560;1;0;binary
AT1G08370;AT1G26110;1;0;HQ
AT1G08370;AT3G13300;1;0;HQ
AT1G08370;AT5G13570;1;0;non-binary
AT1G08430;AT2G01830;1;0;binary
AT1G08560;AT1G12360;1;0;HQ
AT1G08710;AT1G75950;1;0;binary
AT1G08710;AT5G42190;1;0;binary
AT1G08780;AT3G24650;1;0;binary
AT1G08970;AT1G28050;1;0;binary
AT1G08970;AT5G15840;1;0;HQ
AT1G09020;AT2G40000;1;0;HQ
AT1G09020;AT3G01090;1;0;HQ
AT1G09020;AT3G29160;1;0;HQ
AT1G09020;AT3G55840;1;0;HQ
AT1G09020;AT4G16360;1;0;HQ
AT1G09020;AT5G21170;1;0;HQ
AT1G09060;AT4G15560;1;0;binary
AT1G09080;AT3G08970;1;0;HQ
AT1G09100;AT5G02470;1;0;non-binary
AT1G09140;AT1G53720;1;0;binary
AT1G09140;AT3G13570;1;0;binary
AT1G09140;AT3G55460;1;0;binary
AT1G09140;AT5G18810;1;0;binary
AT1G09530;AT1G09530;1;0;binary
AT1G09530;AT1G09570;1;0;HQ
AT1G09530;AT2G18790;1;0;HQ
AT1G09530;AT2G20180;1;0;HQ
AT1G09530;AT2G43010;1;0;HQ
AT1G09530;AT5G61380;1;0;HQ
AT1G09570;AT1G09570;1;1;HQ
AT1G09570;AT2G02950;1;1;HQ
AT1G09570;AT2G20180;1;1;HQ
AT1G09570;AT2G32950;1;0;HQ
AT1G09570;AT2G43010;1;0;binary
AT1G09570;AT4G08920;1;1;binary
AT1G09570;AT5G02200;1;0;HQ
AT1G09570;AT5G63310;1;0;HQ
AT1G09700;AT1G09700;1;1;HQ
AT1G09700;AT2G27100;1;0;HQ
AT1G09700;AT4G21670;1;1;HQ
AT1G09770;AT3G18165;1;0;non-binary
AT1G09770;AT4G15900;1;0;binary
AT1G09960;AT1G22710;1;0;non-binary
AT1G09960;AT2G02860;1;0;non-binary
AT1G09980;AT2G01760;1;0;binary
AT1G10200;AT4G15560;1;0;binary
AT1G10230;AT2G25490;1;0;binary
AT1G10230;AT4G02570;1;0;binary
AT1G10230;AT5G49610;1;0;HQ
AT1G10270;AT2G15400;1;0;binary
AT1G10470;AT2G18790;1;1;HQ
AT1G10470;AT2G45820;1;1;HQ
AT1G10470;AT3G12620;1;0;binary
AT1G10470;AT3G21510;1;0;HQ
AT1G10470;AT3G29350;1;1;binary
AT1G10470;AT3G57670;1;0;binary
AT1G10470;AT5G39340;1;0;binary
AT1G11650;AT2G01950;1;0;binary
AT1G11720;AT1G11720;1;0;binary
AT1G11910;AT1G62990;1;0;binary
AT1G11910;AT1G75410;1;0;binary
AT1G11910;AT2G23760;1;0;binary
AT1G11910;AT2G35940;1;0;binary
AT1G11910;AT4G08150;1;0;binary
AT1G11910;AT4G32040;1;0;binary
AT1G11910;AT4G32980;1;0;binary
AT1G11910;AT5G11060;1;0;binary
AT1G11910;AT5G25220;1;0;binary
AT1G11910;AT5G41410;1;0;binary
AT1G12110;AT1G30270;1;0;HQ
AT1G12260;AT1G71930;1;0;binary
AT1G12360;AT5G61210;1;0;binary
AT1G12440;AT2G01950;1;0;binary
AT1G12440;AT2G42580;1;0;binary
AT1G12480;AT4G33950;1;0;HQ
AT1G12820;AT3G23050;1;1;binary
AT1G12840;AT5G41990;1;0;HQ
AT1G12980;AT1G30490;1;0;HQ
AT1G12980;AT5G08130;1;1;HQ
AT1G13030;AT3G48100;1;0;binary
AT1G13180;AT1G29170;1;0;binary
AT1G13180;AT2G22640;1;0;HQ
AT1G13180;AT3G27000;1;0;binary
AT1G13180;AT4G14147;1;0;binary
AT1G13440;AT2G01830;1;0;binary
AT1G13600;AT1G13600;1;0;binary
AT1G13600;AT2G04038;1;0;binary
AT1G13600;AT3G30530;1;0;binary
AT1G13600;AT3G62420;1;0;binary
AT1G13600;AT5G49450;1;0;binary
AT1G13690;AT2G01950;1;0;binary
AT1G13740;AT2G36270;1;0;binary
AT1G13750;AT2G01950;1;0;binary
AT1G13980;AT1G13980;1;1;HQ
AT1G13980;AT2G01830;1;1;binary
AT1G13980;AT2G29960;1;0;HQ
AT1G14000;AT2G01950;1;0;HQ
AT1G14440;AT1G69600;1;0;binary
AT1G14440;AT1G75240;1;0;binary
AT1G14440;AT3G50890;1;0;binary
AT1G14440;AT5G15210;1;0;binary
AT1G14440;AT5G65410;1;0;binary
AT1G14570;AT3G09840;1;0;binary
AT1G14687;AT1G35670;1;0;binary
AT1G14810;AT5G63610;1;0;non-binary
AT1G15050;AT1G15050;1;1;binary
AT1G15050;AT1G19220;1;1;HQ
AT1G15050;AT1G19850;1;1;HQ
AT1G15050;AT1G30330;1;1;HQ
AT1G15050;AT1G34390;1;1;HQ
AT1G15050;AT1G51950;1;1;binary
AT1G15050;AT2G01200;1;1;binary
AT1G15050;AT3G62100;1;1;binary
AT1G15050;AT4G14550;1;1;binary
AT1G15050;AT4G23980;1;1;HQ
AT1G15050;AT4G32280;1;1;binary
AT1G15050;AT5G60450;1;1;HQ
AT1G15100;AT1G52890;1;0;HQ
AT1G15570;AT3G48750;1;0;HQ
AT1G15580;AT1G15580;1;1;binary
AT1G15580;AT1G19220;1;1;binary
AT1G15580;AT1G19850;1;1;HQ
AT1G15580;AT1G34390;1;1;binary
AT1G15580;AT1G35240;1;1;HQ
AT1G15580;AT1G35540;1;1;binary
AT1G15580;AT1G51950;1;1;binary
AT1G15580;AT2G01200;1;1;binary
AT1G15580;AT2G28350;1;1;binary
AT1G15580;AT3G23050;1;1;binary
AT1G15580;AT3G62100;1;1;binary
AT1G15580;AT4G14550;1;1;binary
AT1G15580;AT4G32280;1;1;binary
AT1G15580;AT5G57420;1;0;binary
AT1G15580;AT5G60450;1;1;HQ
AT1G15580;AT5G65670;1;0;binary
AT1G16240;AT1G28490;1;0;HQ
AT1G16330;AT3G54180;1;0;HQ
AT1G16610;AT1G55310;1;0;HQ
AT1G16610;AT3G50670;1;0;HQ
AT1G16680;AT2G01760;1;0;binary
AT1G16970;AT3G57040;1;0;binary
AT1G16970;AT5G59430;1;0;HQ
AT1G17100;AT5G35750;1;0;binary
AT1G17440;AT1G27720;1;0;binary
AT1G17440;AT1G32750;1;0;binary
AT1G17440;AT1G50300;1;0;binary
AT1G17440;AT2G18000;1;0;binary
AT1G17440;AT3G10070;1;0;binary
AT1G17440;AT4G20280;1;0;binary
AT1G17440;AT4G31720;1;0;binary
AT1G17440;AT4G34340;1;0;binary
AT1G17440;AT5G25150;1;0;binary
AT1G17440;AT5G43130;1;0;binary
AT1G17440;AT5G45600;1;0;binary
AT1G17440;AT5G58470;1;0;binary
AT1G17730;AT5G44560;1;0;HQ
AT1G17760;AT1G30460;1;0;HQ
AT1G17760;AT1G66500;1;0;binary
AT1G17760;AT1G71800;1;0;binary
AT1G17760;AT5G43620;1;0;binary
AT1G17760;AT5G58040;1;0;binary
AT1G17880;AT5G35620;1;0;non-binary
AT1G17980;AT4G32850;1;0;binary
AT1G18040;AT1G23190;1;0;non-binary
AT1G18040;AT5G27620;1;0;HQ
AT1G18400;AT1G25330;1;0;non-binary
AT1G18750;AT1G31630;1;0;binary
AT1G18750;AT1G46408;1;0;binary
AT1G18750;AT1G77980;1;0;binary
AT1G18890;AT3G19290;1;0;binary
AT1G19050;AT1G68790;1;0;binary
AT1G19050;AT1G79690;1;0;binary
AT1G19050;AT2G19480;1;0;binary
AT1G19050;AT3G21510;1;0;HQ
AT1G19050;AT4G11140;1;1;non-binary
AT1G19050;AT4G23750;1;1;non-binary
AT1G19050;AT5G08720;1;0;binary
AT1G19050;AT5G39340;1;0;HQ
AT1G19050;AT5G42020;1;0;binary
AT1G19050;AT5G43170;1;0;binary
AT1G19050;AT5G48630;1;0;binary
AT1G19180;AT1G32640;1;1;HQ
AT1G19180;AT1G48500;1;1;HQ
AT1G19180;AT1G70700;1;1;HQ
AT1G19180;AT2G39940;1;1;HQ
AT1G19180;AT3G17860;1;1;binary
AT1G19220;AT1G35240;1;1;binary
AT1G19220;AT1G80390;1;1;binary
AT1G19220;AT2G01200;1;1;HQ
AT1G19220;AT2G22670;1;1;HQ
AT1G19220;AT2G33310;1;1;binary
AT1G19220;AT2G46990;1;1;binary
AT1G19220;AT3G15540;1;1;binary
AT1G19220;AT3G23030;1;1;binary
AT1G19220;AT3G62100;1;1;binary
AT1G19220;AT4G14550;1;1;binary
AT1G19220;AT4G14560;1;1;binary
AT1G19220;AT4G32280;1;1;binary
AT1G19220;AT5G25890;1;1;binary
AT1G19220;AT5G43700;1;1;binary
AT1G19220;AT5G57420;1;0;binary
AT1G19350;AT3G48430;1;1;HQ
AT1G19350;AT4G18710;1;1;HQ
AT1G19350;AT5G04240;1;1;HQ
AT1G19350;AT5G08130;1;1;binary
AT1G19350;AT5G10450;1;0;binary
AT1G19350;AT5G38860;1;1;binary
AT1G19530;AT2G01950;1;0;binary
AT1G19700;AT1G23380;1;0;binary
AT1G19700;AT1G26260;1;0;binary
AT1G19700;AT1G30590;1;0;binary
AT1G19700;AT1G75410;1;0;binary
AT1G19700;AT2G23760;1;0;binary
AT1G19700;AT2G30400;1;0;binary
AT1G19700;AT2G35940;1;0;binary
AT1G19700;AT2G40000;1;0;binary
AT1G19700;AT4G18830;1;0;binary
AT1G19700;AT4G32040;1;0;binary
AT1G19700;AT5G01840;1;0;binary
AT1G19700;AT5G04830;1;0;binary
AT1G19835;AT1G32230;1;0;binary
AT1G19850;AT1G19850;1;1;HQ
AT1G19850;AT1G34310;1;1;non-binary
AT1G19850;AT1G51950;1;1;HQ
AT1G19850;AT1G52830;1;0;HQ
AT1G19850;AT1G80390;1;1;HQ
AT1G19850;AT2G01200;1;1;HQ
AT1G19850;AT2G22670;1;1;HQ
AT1G19850;AT2G33310;1;1;HQ
AT1G19850;AT2G46990;1;1;HQ
AT1G19850;AT3G04730;1;1;HQ
AT1G19850;AT3G15540;1;1;HQ
AT1G19850;AT3G17600;1;1;HQ
AT1G19850;AT3G23030;1;1;HQ
AT1G19850;AT3G23050;1;1;HQ
AT1G19850;AT3G61830;1;1;non-binary
AT1G19850;AT3G62100;1;1;HQ
AT1G19850;AT4G14550;1;1;HQ
AT1G19850;AT4G14560;1;1;HQ
AT1G19850;AT4G23980;1;1;non-binary
AT1G19850;AT4G28640;1;1;HQ
AT1G19850;AT4G29080;1;1;HQ
AT1G19850;AT4G32280;1;1;HQ
AT1G19850;AT5G25890;1;1;HQ
AT1G19850;AT5G43700;1;1;HQ
AT1G19850;AT5G57420;1;0;HQ
AT1G19850;AT5G65670;1;0;HQ
AT1G20010;AT3G50960;1;0;binary
AT1G20020;AT4G22890;1;0;non-binary
AT1G20090;AT4G16340;1;0;HQ
AT1G20090;AT5G18410;1;0;HQ
AT1G20100;AT2G01760;1;0;binary
AT1G20110;AT4G21670;1;0;binary
AT1G20140;AT1G21760;1;0;binary
AT1G20140;AT1G67340;1;0;binary
AT1G20140;AT1G76920;1;0;binary
AT1G20140;AT2G01620;1;0;binary
AT1G20140;AT2G18915;1;0;binary
AT1G20140;AT3G26000;1;0;binary
AT1G20140;AT3G59000;1;0;binary
AT1G20140;AT3G62230;1;0;HQ
AT1G20140;AT4G02440;1;0;HQ
AT1G20140;AT4G02570;1;0;binary
AT1G20140;AT4G02740;1;0;binary
AT1G20140;AT4G08980;1;0;HQ
AT1G20140;AT4G24210;1;0;binary
AT1G20140;AT4G27050;1;0;binary
AT1G20140;AT5G48170;1;0;binary
AT1G20200;AT1G64750;1;0;HQ
AT1G20200;AT5G45010;1;0;HQ
AT1G20450;AT2G01950;1;0;binary
AT1G20620;AT5G35410;1;0;HQ
AT1G21230;AT2G05520;1;0;binary
AT1G21240;AT2G05520;1;0;binary
AT1G21250;AT2G05520;1;0;HQ
AT1G21700;AT2G33610;1;0;binary
AT1G21700;AT2G46020;1;0;HQ
AT1G21700;AT2G47620;1;0;binary
AT1G21750;AT5G43060;1;0;binary
AT1G21760;AT1G75950;1;0;HQ
AT1G21760;AT4G34210;1;0;binary
AT1G21760;AT5G42190;1;0;binary
AT1G21780;AT1G21780;1;0;binary
AT1G21780;AT1G26830;1;0;HQ
AT1G21780;AT1G69670;1;0;HQ
AT1G22070;AT4G19660;1;0;HQ
AT1G22190;AT2G39760;1;1;binary
AT1G22190;AT5G19000;1;1;HQ
AT1G22300;AT1G75080;1;0;HQ
AT1G22450;AT5G35750;1;0;binary
AT1G22590;AT1G46408;1;0;binary
AT1G22640;AT4G21670;1;1;binary
AT1G22710;AT1G22710;1;0;non-binary
AT1G22710;AT2G02860;1;0;non-binary
AT1G22730;AT4G15560;1;0;binary
AT1G22770;AT1G68050;1;0;HQ
AT1G22770;AT2G18915;1;0;HQ
AT1G22770;AT3G11540;1;1;HQ
AT1G22770;AT5G57360;1;0;HQ
AT1G22770;AT5G62430;1;0;non-binary
AT1G22920;AT3G61140;1;0;HQ
AT1G22920;AT4G14110;1;0;HQ
AT1G22920;AT4G26430;1;0;binary
AT1G22920;AT5G14250;1;0;HQ
AT1G22920;AT5G42970;1;0;HQ
AT1G22920;AT5G56280;1;0;HQ
AT1G22985;AT1G22985;1;1;non-binary
AT1G22985;AT1G71130;1;1;HQ
AT1G22985;AT2G46310;1;1;HQ
AT1G22985;AT3G16360;1;0;non-binary
AT1G22985;AT3G21510;1;0;non-binary
AT1G22985;AT3G29350;1;1;non-binary
AT1G22985;AT3G61630;1;1;HQ
AT1G22985;AT4G11140;1;1;non-binary
AT1G22985;AT4G23750;1;1;HQ
AT1G22985;AT4G27950;1;1;HQ
AT1G22985;AT5G39340;1;0;non-binary
AT1G22985;AT5G53290;1;1;HQ
AT1G23080;AT1G35670;1;1;binary
AT1G23080;AT4G09570;1;1;binary
AT1G23380;AT1G62990;1;0;binary
AT1G23380;AT1G75410;1;0;binary
AT1G23380;AT2G16400;1;0;binary
AT1G23380;AT2G23760;1;0;binary
AT1G23380;AT2G27220;1;0;binary
AT1G23380;AT2G30400;1;0;binary
AT1G23380;AT2G35940;1;0;binary
AT1G23380;AT4G32040;1;0;binary
AT1G23380;AT4G34610;1;0;binary
AT1G23380;AT4G36870;1;0;binary
AT1G23380;AT5G02030;1;0;HQ
AT1G23380;AT5G41410;1;0;binary
AT1G23780;AT1G75950;1;0;HQ
AT1G23780;AT5G42190;1;0;HQ
AT1G23820;AT1G70310;1;0;HQ
AT1G23820;AT5G53120;1;0;HQ
AT1G23860;AT1G53720;1;0;binary
AT1G23860;AT2G37340;1;1;HQ
AT1G23860;AT2G43370;1;0;binary
AT1G23860;AT3G13570;1;0;binary
AT1G23860;AT3G55460;1;0;binary
AT1G23860;AT5G18810;1;0;binary
AT1G23900;AT5G11710;1;0;binary
AT1G24260;AT1G26310;1;0;binary
AT1G24260;AT1G43850;1;0;binary
AT1G24260;AT1G69120;1;0;HQ
AT1G24260;AT2G22540;1;0;binary
AT1G24260;AT2G42830;1;0;HQ
AT1G24260;AT2G45650;1;0;binary
AT1G24260;AT2G45660;1;0;binary
AT1G24260;AT3G54340;1;0;non-binary
AT1G24260;AT3G57230;1;0;binary
AT1G24260;AT3G58780;1;0;HQ
AT1G24260;AT4G09960;1;0;HQ
AT1G24260;AT4G18960;1;0;HQ
AT1G24260;AT4G24540;1;0;binary
AT1G24260;AT5G20240;1;0;non-binary
AT1G24260;AT5G23260;1;0;HQ
AT1G24260;AT5G60910;1;0;binary
AT1G24590;AT1G30490;1;0;HQ
AT1G24590;AT5G08130;1;1;non-binary
AT1G25260;AT2G01830;1;0;binary
AT1G25280;AT1G75950;1;0;HQ
AT1G25280;AT5G42190;1;0;HQ
AT1G25490;AT1G73590;1;1;non-binary
AT1G25490;AT5G57090;1;1;HQ
AT1G25550;AT1G35670;1;0;binary
AT1G26110;AT5G13570;1;0;HQ
AT1G26260;AT1G75410;1;0;binary
AT1G26260;AT2G23760;1;0;binary
AT1G26260;AT2G35940;1;0;binary
AT1G26260;AT4G32040;1;0;binary
AT1G26260;AT4G32980;1;0;binary
AT1G26260;AT4G36870;1;0;binary
AT1G26260;AT5G02030;1;0;binary
AT1G26260;AT5G25220;1;0;binary
AT1G26260;AT5G41410;1;0;binary
AT1G26270;AT5G35750;1;0;binary
AT1G26310;AT2G22540;1;0;binary
AT1G26310;AT2G45660;1;0;HQ
AT1G26310;AT4G24540;1;0;binary
AT1G26650;AT2G42580;1;0;binary
AT1G26830;AT1G64280;1;1;non-binary
AT1G26830;AT2G26990;1;0;binary
AT1G26830;AT2G39760;1;1;HQ
AT1G26830;AT3G06190;1;0;binary
AT1G26830;AT3G48360;1;1;binary
AT1G26830;AT4G08455;1;0;binary
AT1G26830;AT4G37610;1;0;binary
AT1G26830;AT5G13060;1;0;binary
AT1G26830;AT5G19000;1;1;HQ
AT1G26830;AT5G20570;1;1;HQ
AT1G26830;AT5G48510;1;0;binary
AT1G26830;AT5G63160;1;0;binary
AT1G27320;AT2G01830;1;1;binary
AT1G27320;AT3G21510;1;0;binary
AT1G27320;AT3G29350;1;1;binary
AT1G27320;AT5G35750;1;1;binary
AT1G27320;AT5G39340;1;0;binary
AT1G27320;AT5G43560;1;0;binary
AT1G27340;AT1G75950;1;0;binary
AT1G27340;AT2G03160;1;0;binary
AT1G27340;AT2G03170;1;0;binary
AT1G27340;AT3G21850;1;0;binary
AT1G27340;AT4G34210;1;0;binary
AT1G27340;AT4G34470;1;0;binary
AT1G27340;AT5G42190;1;0;binary
AT1G27390;AT3G20000;1;0;binary
AT1G27630;AT5G10270;1;0;HQ
AT1G27630;AT5G64960;1;0;HQ
AT1G27720;AT1G50300;1;0;binary
AT1G27720;AT2G18000;1;0;binary
AT1G27720;AT3G10070;1;0;binary
AT1G27720;AT4G31720;1;0;binary
AT1G27720;AT4G34340;1;0;binary
AT1G27720;AT5G25150;1;0;binary
AT1G27720;AT5G43130;1;0;binary
AT1G27720;AT5G58470;1;0;binary
AT1G28050;AT1G56170;1;0;binary
AT1G28050;AT2G38880;1;0;binary
AT1G28050;AT3G48590;1;0;binary
AT1G28520;AT2G18790;1;0;non-binary
AT1G29170;AT1G30825;1;0;HQ
AT1G29170;AT1G60430;1;0;binary
AT1G29170;AT2G22640;1;0;HQ
